track_key	file_accession	experiment	model_accession	model	track_type	format	assay	target	biosample	tissue	organ	system	strand	score_type	qc_flag
ENCFF289CBP	ENCFF289CBP	ENCSR000EMS	ENCSR430QYB	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	GM12865	cell-line	cell-line	cell-line	none	none	passed
ENCFF437LQY	ENCFF437LQY	ENCSR637XSC	ENCSR081YFO	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM12878	cell-line	cell-line	cell-line	none	none	passed
ENCFF769KXV	ENCFF769KXV	ENCSR095QNB	ENCSR067KBX	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM12878	cell-line	cell-line	cell-line	none	none	passed
ENCFF912GFD	ENCFF912GFD	ENCSR000EMT	ENCSR108TCK	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	GM12878	cell-line	cell-line	cell-line	none	none	passed
ENCFF260FAY	ENCFF260FAY	ENCSR924SDV	ENCSR124DAF	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18498	cell-line	cell-line	cell-line	none	none	passed
ENCFF780ARF	ENCFF780ARF	ENCSR700HPA	ENCSR248SEV	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18499	cell-line	cell-line	cell-line	none	none	passed
ENCFF222EQO	ENCFF222EQO	ENCSR241VGH	ENCSR926DJN	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18502	cell-line	cell-line	cell-line	none	none	passed
ENCFF514OTK	ENCFF514OTK	ENCSR084FHK	ENCSR178PRM	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18505	cell-line	cell-line	cell-line	none	none	passed
ENCFF793CMA	ENCFF793CMA	ENCSR357WQH	ENCSR121WUP	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18508	cell-line	cell-line	cell-line	none	none	passed
ENCFF117UQX	ENCFF117UQX	ENCSR253QLW	ENCSR610JIY	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18511	cell-line	cell-line	cell-line	none	none	passed
ENCFF665OBX	ENCFF665OBX	ENCSR442OAV	ENCSR586WFC	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18517	cell-line	cell-line	cell-line	none	none	passed
ENCFF141IVO	ENCFF141IVO	ENCSR312UCH	ENCSR714DLQ	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18519	cell-line	cell-line	cell-line	none	none	passed
ENCFF516PNJ	ENCFF516PNJ	ENCSR762YFD	ENCSR461KSW	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18520	cell-line	cell-line	cell-line	none	none	passed
ENCFF286FMP	ENCFF286FMP	ENCSR011NJP	ENCSR379AWE	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18858	cell-line	cell-line	cell-line	none	none	passed
ENCFF050AKF	ENCFF050AKF	ENCSR628PLS	ENCSR370TTM	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	GM18861	cell-line	cell-line	cell-line	none	none	passed
